时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-20T02:06:53.507Z",DVdIqNwXUfWJfu7o3Mvydg==,"WTR3",-0.0879,0.9336,-0.3442,0.73,0.49,0.43,110.32,5.43,25.15
"2025-05-20T02:06:53.516Z",FfcCr9PjdREZCoe+dlMvww==,"WTR2",0.0562,0.1714,1.0068,-0.73,0.24,0.00,9.52,-1.98,-35.54
"2025-05-20T02:06:53.517Z",7/vCykmiwCHaFbwdzATxCQ==,"WTL3",-0.2041,0.6260,0.7642,-0.31,0.18,0.37,39.29,12.20,-133.18
"2025-05-20T02:06:53.518Z",DVdIqNwXUfWJfu7o3Mvydg==,"WTR3",-0.0884,0.9316,-0.3457,0.79,0.61,0.37,110.31,5.42,25.16
"2025-05-20T02:06:53.526Z",dax0XbwCfrTXIMu3eQzp8g==,"WTL1",-0.5288,0.2612,0.8330,-0.37,-0.79,0.49,17.57,30.81,88.04
"2025-05-20T02:06:53.527Z",Op/IMpNKGHVEnqWI/tvt4w==,"WTL2",0.2900,-0.1484,0.9746,0.43,0.00,-0.24,-8.35,-17.67,-2.89
"2025-05-20T02:06:53.547Z",lZ2FY1nS6SOn7HxBXpIi2w==,"WTR1",-0.1626,0.1123,1.0024,-0.55,-0.61,-0.37,5.56,8.03,102.01
"2025-05-20T02:06:53.549Z",7/vCykmiwCHaFbwdzATxCQ==,"WTL3",-0.2095,0.6245,0.7603,-0.37,-0.31,0.12,39.29,12.22,-133.13
"2025-05-20T02:06:53.570Z",lZ2FY1nS6SOn7HxBXpIi2w==,"WTR1",-0.1602,0.1147,1.0005,-0.67,-0.31,-0.61,5.58,8.03,101.95
"2025-05-20T02:06:53.591Z",FfcCr9PjdREZCoe+dlMvww==,"WTR2",0.0601,0.1714,1.0024,-0.67,0.31,-0.43,9.48,-1.96,-35.53
