时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-20T02:08:32.528Z",FfcCr9PjdREZCoe+dlMvww==,"WTR2",0.7178,-0.0405,0.7314,-1.53,7.02,-5.92,-2.71,-45.71,46.20
"2025-05-20T02:08:32.539Z",lZ2FY1nS6SOn7HxBXpIi2w==,"WTR1",0.1211,1.0303,0.1182,-4.88,-5.86,-1.46,82.94,-4.44,90.82
"2025-05-20T02:08:32.540Z",dax0XbwCfrTXIMu3eQzp8g==,"WTL1",0.0234,0.9985,0.0566,-4.15,-1.10,-0.98,86.68,-0.91,132.50
"2025-05-20T02:08:32.540Z",7/vCykmiwCHaFbwdzATxCQ==,"WTL3",-0.2422,0.7954,0.5796,-4.58,-1.95,-0.67,53.45,14.10,22.70
"2025-05-20T02:08:32.541Z",DVdIqNwXUfWJfu7o3Mvydg==,"WTR3",-0.1743,0.8828,-0.4111,-3.11,-0.43,6.84,114.05,11.58,70.23
"2025-05-20T02:08:32.558Z",lZ2FY1nS6SOn7HxBXpIi2w==,"WTR1",0.0728,0.9810,0.1147,-5.49,2.32,2.44,82.67,-4.47,90.79
"2025-05-20T02:08:32.573Z",FfcCr9PjdREZCoe+dlMvww==,"WTR2",0.7275,-0.0479,0.7021,-0.31,7.75,-4.76,-2.48,-45.35,45.76
"2025-05-20T02:08:32.575Z",dax0XbwCfrTXIMu3eQzp8g==,"WTL1",0.0410,0.9941,0.0229,-2.87,-8.97,-1.65,86.51,-0.87,132.29
"2025-05-20T02:08:32.577Z",Op/IMpNKGHVEnqWI/tvt4w==,"WTL2",-0.3276,0.1924,0.9688,-1.22,-4.58,-1.46,8.85,16.73,39.46
"2025-05-20T02:08:32.578Z",DVdIqNwXUfWJfu7o3Mvydg==,"WTR3",-0.1738,0.8872,-0.4146,-3.66,0.18,7.75,113.84,11.25,70.05
"2025-05-20T02:08:32.600Z",Op/IMpNKGHVEnqWI/tvt4w==,"WTL2",-0.3408,0.1992,0.9570,-0.67,-7.08,-8.30,8.71,16.48,39.14
"2025-05-20T02:08:32.602Z",DVdIqNwXUfWJfu7o3Mvydg==,"WTR3",-0.1929,0.8896,-0.4077,-5.00,1.16,8.73,113.60,10.87,69.94
"2025-05-20T02:08:32.622Z",FfcCr9PjdREZCoe+dlMvww==,"WTR2",0.7334,-0.0376,0.6768,-0.49,7.08,-5.98,-2.20,-44.95,45.37
