时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-20T02:07:19.063Z",FfcCr9PjdREZCoe+dlMvww==,"WTR2",0.6587,0.0420,0.8022,-15.01,-3.48,-17.21,1.44,-38.56,28.75
"2025-05-20T02:07:19.073Z",lZ2FY1nS6SOn7HxBXpIi2w==,"WTR1",0.0356,0.9814,0.1934,-1.65,-13.67,-3.85,78.92,-1.97,83.44
"2025-05-20T02:07:19.075Z",Op/IMpNKGHVEnqWI/tvt4w==,"WTL2",-0.1670,0.0684,1.0288,1.28,3.42,-1.89,7.72,11.45,34.30
"2025-05-20T02:07:19.075Z",dax0XbwCfrTXIMu3eQzp8g==,"WTL1",-0.0386,1.0073,0.0386,1.65,9.09,1.10,85.78,0.84,119.81
"2025-05-20T02:07:19.076Z",Op/IMpNKGHVEnqWI/tvt4w==,"WTL2",-0.2520,0.1250,1.0044,1.65,2.93,4.39,7.79,11.62,34.45
"2025-05-20T02:07:19.077Z",DVdIqNwXUfWJfu7o3Mvydg==,"WTR3",-0.1758,0.9380,-0.3608,6.96,-20.20,0.98,111.35,10.05,67.55
"2025-05-20T02:07:19.085Z",FfcCr9PjdREZCoe+dlMvww==,"WTR2",0.7021,0.0049,0.7700,0.61,-4.39,5.31,1.35,-38.78,28.19
"2025-05-20T02:07:19.086Z",dax0XbwCfrTXIMu3eQzp8g==,"WTL1",0.1040,0.9736,0.0303,0.37,7.63,3.60,85.86,0.77,120.32
"2025-05-20T02:07:19.087Z",7/vCykmiwCHaFbwdzATxCQ==,"WTL3",-0.2983,0.7563,0.6123,3.54,-0.79,4.03,51.67,16.69,16.97
"2025-05-20T02:07:19.108Z",lZ2FY1nS6SOn7HxBXpIi2w==,"WTR1",0.0293,0.9995,0.1558,0.55,7.02,1.59,78.93,-1.97,83.23
"2025-05-20T02:07:19.111Z",Op/IMpNKGHVEnqWI/tvt4w==,"WTL2",-0.2935,0.1660,0.9897,0.37,2.14,11.35,7.92,11.69,34.83
"2025-05-20T02:07:19.112Z",DVdIqNwXUfWJfu7o3Mvydg==,"WTR3",-0.1553,0.9380,-0.3696,5.07,3.17,-4.88,111.57,10.33,67.00
"2025-05-20T02:07:19.134Z",7/vCykmiwCHaFbwdzATxCQ==,"WTL3",-0.2764,0.7896,0.5874,-4.15,6.41,6.90,51.76,16.58,17.22
