时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
2025-05-20 02:04:33+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.050000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.100000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.150000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.200000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.250000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.300000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.350000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.400000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
2025-05-20 02:04:33.450000+00:00,7/vCykmiwCHaFbwdzATxCQ==,WTL3,-0.2598,0.5928,0.7744,0.37,-1.83,0.49,36.97,15.33,-17.98
